X,Y,type,time,latitude,longitude,altitude (m),color,opacity,width,name,desc,field_11,kml_folder
170537.788659565,708748.261734091,T,17/08/2023 10:57,56.21578198,-5.702253067,155.9,,,,,,0.294904,
170539.030797665,708749.900329863,T,17/08/2023 10:57,56.21579727,-5.7022345,157.6,,,,,,0.186441,
170541.12306408,708749.858034993,T,17/08/2023 10:57,56.2157979,-5.7022008,157.7,,,,,,0.52123,
170539.078958027,708749.313277188,T,17/08/2023 10:57,56.21579203,-5.702233217,154.2,,,,,,0.11094,
170539.434955559,708751.443470918,T,17/08/2023 10:57,56.2158113,-5.702229333,157.1,,,,,,0.153984,
170540.510242918,708749.519581591,T,17/08/2023 10:58,56.21579457,-5.702210367,158.2,,,,,,0.146627,
170540.898416496,708747.319236072,T,17/08/2023 10:58,56.21577503,-5.702202217,158.5,,,,,,0.557425,
170541.591016697,708745.385820301,T,17/08/2023 10:58,56.21575803,-5.7021894,158.1,,,,,,1.02485,
170542.341331535,708743.505068924,T,17/08/2023 10:58,56.21574153,-5.7021757,157.4,,,,,,1.01042,
170544.703460412,708742.144372965,T,17/08/2023 10:58,56.21573047,-5.702136517,156.5,,,,,,1.35869,
170546.622627336,708741.021662891,T,17/08/2023 10:58,56.21572133,-5.702104667,156.2,,,,,,1.1079,
170548.896294345,708740.614920836,T,17/08/2023 10:58,56.21571878,-5.702067733,156.1,,,,,,0.767065,
170551.182690417,708740.388187525,T,17/08/2023 10:58,56.21571785,-5.70203075,155.2,,,,,,0.457821,
170554.869900195,708740.070481059,T,17/08/2023 10:58,56.21571678,-5.70197115,155.5,,,,,,0.33519,
170556.814890627,708739.312232713,T,17/08/2023 10:58,56.21571092,-5.7019392,153.8,,,,,,0.346742,
170556.944531501,708736.927259071,T,17/08/2023 10:58,56.2156896,-5.70193505,152.2,,,,,,0.596039,
170557.98509938,708734.858012185,T,17/08/2023 10:58,56.21567155,-5.701916517,150.4,,,,,,0.577794,
170557.883958577,708732.707415181,T,17/08/2023 10:59,56.21565222,-5.701916283,150.7,,,,,,0.214982,
170557.803764211,708730.62038365,T,17/08/2023 10:59,56.21563347,-5.701915767,147.9,,,,,,0.347525,
170558.837444609,708728.557084603,T,17/08/2023 10:59,56.21561547,-5.70189735,144.7,,,,,,0.383796,
170556.362439239,708728.609921245,T,17/08/2023 10:59,56.21561475,-5.701937217,148.5,,,,,,0.411054,
170554.722746369,708730.306514547,T,17/08/2023 10:59,56.21562917,-5.701965067,150.7,,,,,,0.392116,
170552.602680818,708730.621335902,T,17/08/2023 10:59,56.21563097,-5.70199945,153.6,,,,,,0.355899,
170550.538925478,708730.46243674,T,17/08/2023 10:59,56.21562855,-5.702032517,155.4,,,,,,0.0896593,
170549.951503633,708728.226461769,T,17/08/2023 11:01,56.21560822,-5.702040033,155.3,,,,,,0.0217758,
170552.230764121,708728.040267293,T,17/08/2023 11:01,56.21560765,-5.7020032,156.3,,,,,,0.16274,
170552.226278975,708730.209931341,T,17/08/2023 11:02,56.2156271,-5.70200515,156.2,,,,,,0.0984591,
170553.050839381,708728.360880647,T,17/08/2023 11:02,56.21561092,-5.701990283,156.2,,,,,,0.112261,
170553.325582886,708730.753099982,T,17/08/2023 11:02,56.2156325,-5.701987933,157.1,,,,,,0.400725,
170551.20480935,708730.920729392,T,17/08/2023 11:03,56.21563298,-5.7020222,157.1,,,,,,0.0516941,
170552.97018726,708731.887603519,T,17/08/2023 11:04,56.2156425,-5.701994633,158.6,,,,,,0.0385822,
170550.999343384,708731.491705882,T,17/08/2023 11:04,56.215638,-5.702026,157.5,,,,,,0.200297,
170552.688375622,708730.076879727,T,17/08/2023 11:04,56.21562613,-5.7019976,154.3,,,,,,0.244059,
170553.83817385,708731.944639533,T,17/08/2023 11:04,56.21564343,-5.701980717,152.1,,,,,,0.18239,
170551.744394213,708732.285931907,T,17/08/2023 11:04,56.21564548,-5.7020147,153.4,,,,,,0.422717,
170549.97213404,708730.902274715,T,17/08/2023 11:04,56.21563222,-5.702042017,154.3,,,,,,0.560638,
170551.968024923,708730.454709187,T,17/08/2023 11:05,56.21562917,-5.702009517,155.3,,,,,,0.185269,
170553.957067397,708731.150782074,T,17/08/2023 11:05,56.21563637,-5.701978117,150.2,,,,,,0.0583366,
170551.653228847,708730.553067325,T,17/08/2023 11:05,56.2156299,-5.702014667,156.4,,,,,,0.158106,
170549.535754337,708729.972097068,T,17/08/2023 11:06,56.21562367,-5.702048233,161.3,,,,,,0.24313,
170549.628280224,708727.648235019,T,17/08/2023 11:06,56.21560288,-5.702044733,157.6,,,,,,0.110529,
170548.761160303,708725.432884109,T,17/08/2023 11:06,56.2155826,-5.702056767,155.8,,,,,,0.593741,
170550.743556941,708724.65700576,T,17/08/2023 11:06,56.2155766,-5.7020242,154.9,,,,,,0.265164,
170552.904837882,708725.531197045,T,17/08/2023 11:06,56.21558548,-5.701990183,154.9,,,,,,0.58093,
170555.630332172,708724.955152596,T,17/08/2023 11:06,56.21558163,-5.701945833,154,,,,,,0.185031,
170556.92880704,708727.006761114,T,17/08/2023 11:07,56.21560065,-5.701926717,153.3,,,,,,0.302813,
170557.432779184,708729.230495204,T,17/08/2023 11:07,56.21562083,-5.701920533,150.1,,,,,,0.284577,
170559.66925141,708730.733067533,T,17/08/2023 11:07,56.21563538,-5.70188585,151.6,,,,,,0.895459,
170561.585893586,708730.121346741,T,17/08/2023 11:07,56.21563082,-5.701854483,151.4,,,,,,1.00242,
170563.710731383,708729.452696388,T,17/08/2023 11:07,56.21562585,-5.701819717,152.3,,,,,,0.739834,
170566.184308405,708727.793787611,T,17/08/2023 11:07,56.21561217,-5.701778483,152.6,,,,,,0.989679,
170568.085337034,708726.699948506,T,17/08/2023 11:07,56.21560328,-5.70174695,152.8,,,,,,0.437142,
170568.576930394,708723.610659514,T,17/08/2023 11:07,56.21557582,-5.701736367,151.7,,,,,,0.780868,
170570.47011544,708722.600897414,T,17/08/2023 11:07,56.21556768,-5.701705033,148.7,,,,,,0.178175,
170572.727951911,708722.825212524,T,17/08/2023 11:08,56.21557078,-5.7016689,149.2,,,,,,0.14129,
170574.883294129,708723.531311054,T,17/08/2023 11:08,56.21557815,-5.701634833,148.2,,,,,,0.75336,
170576.528990716,708724.700940064,T,17/08/2023 11:08,56.21558943,-5.701609367,147.8,,,,,,0.201338,
170579.035330737,708724.499199085,T,17/08/2023 11:08,56.21558883,-5.701568867,145.9,,,,,,0.35787,
170580.573772298,708722.806947013,T,17/08/2023 11:08,56.2155744,-5.70154265,144.7,,,,,,0.760372,
170581.662403718,708720.62916038,T,17/08/2023 11:08,56.2155554,-5.70152325,145,,,,,,0.80983,
170582.820345279,708717.986992478,T,17/08/2023 11:08,56.21553227,-5.701502333,144.8,,,,,,1.43957,
170583.935167247,708715.757605606,T,17/08/2023 11:08,56.21551282,-5.701482467,145.2,,,,,,0.829084,
170585.829735486,708714.484545941,T,17/08/2023 11:08,56.21550232,-5.701450883,146,,,,,,0.568818,
170587.387598963,708713.134790364,T,17/08/2023 11:08,56.21549097,-5.70142465,145.1,,,,,,0.342535,
170589.245846568,708711.610493946,T,17/08/2023 11:08,56.2154782,-5.701393433,145.5,,,,,,0.798672,
170591.570690047,708710.384562741,T,17/08/2023 11:08,56.21546833,-5.701354967,144.9,,,,,,0.523865,
170594.328368342,708710.251851046,T,17/08/2023 11:08,56.21546847,-5.701310483,144.3,,,,,,0.916849,
170596.215729894,708708.190607976,T,17/08/2023 11:08,56.2154509,-5.701278333,143.5,,,,,,1.39349,
170596.365026445,708706.132503149,T,17/08/2023 11:08,56.21543252,-5.70127415,143.2,,,,,,0.515109,
170597.868126965,708704.649620641,T,17/08/2023 11:09,56.21541995,-5.701248683,142.6,,,,,,0.263159,
170599.502721209,708705.824317165,T,17/08/2023 11:09,56.21543127,-5.7012234,142.9,,,,,,0.222984,
170601.911773657,708704.699824294,T,17/08/2023 11:09,56.21542235,-5.701183667,143.8,,,,,,0.105973,
170602.210555369,708702.377141759,T,17/08/2023 11:09,56.21540167,-5.70117685,143,,,,,,1.16909,
170603.671909674,708699.926123451,T,17/08/2023 11:09,56.2153804,-5.701151217,142.3,,,,,,0.711695,
170606.155512601,708699.281700019,T,17/08/2023 11:09,56.21537582,-5.7011107,141.7,,,,,,0.639139,
170608.129103497,708698.072439876,T,17/08/2023 11:09,56.21536593,-5.7010779,141.4,,,,,,0.768907,
170610.185356064,708696.801852041,T,17/08/2023 11:09,56.21535553,-5.701043717,141.9,,,,,,0.602329,
170612.748559023,708697.675651598,T,17/08/2023 11:10,56.2153646,-5.701003233,140.6,,,,,,0.449763,
170614.654671338,708696.945178419,T,17/08/2023 11:10,56.21535897,-5.700971933,139.3,,,,,,1.0171,
170616.641945915,708696.414456285,T,17/08/2023 11:10,56.21535517,-5.7009395,139.9,,,,,,0.512366,
170619.228938573,708696.460481499,T,17/08/2023 11:10,56.21535683,-5.700897917,140,,,,,,0.515574,
170620.42388172,708694.756605224,T,17/08/2023 11:10,56.21534213,-5.700877217,139.6,,,,,,0.692021,
170622.407616785,708694.390037515,T,17/08/2023 11:10,56.2153398,-5.700844983,138.9,,,,,,0.669962,
170621.294301015,708696.340484461,T,17/08/2023 11:10,56.21535675,-5.700864583,137.5,,,,,,0.280096,
170623.587731339,708696.397838324,T,17/08/2023 11:10,56.21535837,-5.700827733,138.9,,,,,,0.326515,
170625.577192938,708695.156503988,T,17/08/2023 11:10,56.2153482,-5.70079465,138.7,,,,,,0.779071,
170627.21131519,708696.476237261,T,17/08/2023 11:10,56.21536082,-5.7007695,140.5,,,,,,0.174532,
170625.937666174,708698.469882137,T,17/08/2023 11:11,56.21537808,-5.700791717,146.3,,,,,,0.236079,
170625.163603262,708700.429968252,T,17/08/2023 11:11,56.21539528,-5.700805867,144.5,,,,,,0.191198,
170626.178022404,708698.701225064,T,17/08/2023 11:11,56.21538027,-5.70078805,143.4,,,,,,0.100022,
170628.561750424,708699.262339982,T,17/08/2023 11:11,56.21538645,-5.700750183,138.7,,,,,,0.244025,
170628.370113045,708697.047457226,T,17/08/2023 11:12,56.2153665,-5.70075135,141.3,,,,,,0.110976,
170626.681853724,708698.746629903,T,17/08/2023 11:12,56.21538092,-5.700779983,142.5,,,,,,0.0995159,
170627.925996776,708696.917417904,T,17/08/2023 11:12,56.21536512,-5.700758383,144.5,,,,,,0.200627,
170627.573308506,708694.924234197,T,17/08/2023 11:12,56.21534708,-5.700762333,142,,,,,,0.505009,
170629.161103461,708696.326767107,T,17/08/2023 11:12,56.21536042,-5.700738,144.7,,,,,,0.162486,
170627.056151206,708695.709390629,T,17/08/2023 11:13,56.21535387,-5.700771333,137.2,,,,,,0.033121,
170625.970517564,708697.636039903,T,17/08/2023 11:14,56.21537062,-5.700790467,138.7,,,,,,0.367748,
170623.75900585,708696.559280987,T,17/08/2023 11:14,56.2153599,-5.700825117,139.9,,,,,,0.306449,
170625.949457256,708696.993596627,T,17/08/2023 11:14,56.21536485,-5.70079025,142.9,,,,,,0.101138,
170624.437428719,708695.632720943,T,17/08/2023 11:14,56.21535192,-5.7008134,142.3,,,,,,0.33818,
170626.090032255,708694.32919503,T,17/08/2023 11:14,56.21534103,-5.700785683,141.8,,,,,,0.149857,
170626.905396518,708696.181497112,T,17/08/2023 11:15,56.21535803,-5.700774167,141.5,,,,,,0.0776921,
170629.069233907,708696.120900274,T,17/08/2023 11:15,56.21535853,-5.7007393,142.9,,,,,,0.0599058,
170631.1891597,708696.207665708,T,17/08/2023 11:16,56.21536033,-5.700705267,143,,,,,,0.30198,
170631.974743352,708698.236685168,T,17/08/2023 11:16,56.2153789,-5.700694383,144.8,,,,,,0.167033,
170630.68411543,708696.658670846,T,17/08/2023 11:16,56.21536413,-5.700713783,145.6,,,,,,0.508368,
170632.303699417,708697.901110953,T,17/08/2023 11:16,56.21537605,-5.7006888,144.8,,,,,,0.185021,
170632.120571464,708695.613270687,T,17/08/2023 11:17,56.21535545,-5.700689767,141,,,,,,0.0818355,
170631.159967324,708693.564663275,T,17/08/2023 11:17,56.21533662,-5.70070345,139.3,,,,,,0.564657,
170628.864385973,708692.349653688,T,17/08/2023 11:17,56.21532462,-5.700739333,138.4,,,,,,0.517816,
170627.235421573,708690.798758118,T,17/08/2023 11:17,56.21530993,-5.7007642,138.5,,,,,,0.448547,
170625.118448609,708689.668952762,T,17/08/2023 11:17,56.21529878,-5.700797283,138.6,,,,,,0.478404,
170626.933536136,708691.330299654,T,17/08/2023 11:17,56.21531455,-5.700769517,141,,,,,,0.490767,
170628.766435359,708692.339305854,T,17/08/2023 11:17,56.21532448,-5.7007409,140.5,,,,,,0.695296,
170629.922408053,708694.013791707,T,17/08/2023 11:17,56.21534005,-5.70072375,141.7,,,,,,0.676645,
170627.098375214,708696.398657218,T,17/08/2023 11:17,56.21536007,-5.70077125,145,,,,,,0.335012,
170629.35154125,708695.842488228,T,17/08/2023 11:18,56.21535617,-5.700734517,143.3,,,,,,0.0770781,
170628.681641249,708693.690132787,T,17/08/2023 11:18,56.21533655,-5.700743433,135.9,,,,,,0.112494,
170628.125262439,708695.653011689,T,17/08/2023 11:18,56.21535388,-5.700754083,138.4,,,,,,0.203677,
170630.869006446,708695.840075529,T,17/08/2023 11:19,56.21535688,-5.7007101,138,,,,,,0.101481,
170628.988125482,708694.554803216,T,17/08/2023 11:19,56.21534445,-5.70073925,141.1,,,,,,0.0841326,
170626.984831428,708693.920805979,T,17/08/2023 11:20,56.2153378,-5.700770933,137.1,,,,,,0.0282968,
170625.104649806,708695.017955237,T,17/08/2023 11:21,56.21534673,-5.700802133,140.4,,,,,,0.0452061,
170626.730862979,708696.421767385,T,17/08/2023 11:22,56.2153601,-5.700777183,137.9,,,,,,0.0446295,
170624.713198737,708695.752851794,T,17/08/2023 11:22,56.21535313,-5.700809067,139.8,,,,,,0.132385,
170626.684493727,708695.154955452,T,17/08/2023 11:22,56.21534872,-5.700776833,140.3,,,,,,0.29324,
170626.466062478,708692.345899247,T,17/08/2023 11:22,56.21532343,-5.700777917,140.9,,,,,,1.40609,
170627.072475926,708690.369175547,T,17/08/2023 11:22,56.215306,-5.70076645,141,,,,,,1.03205,
170627.604801861,708687.9012063,T,17/08/2023 11:22,56.21528413,-5.70075575,141.2,,,,,,0.839956,
170627.329222585,708685.801260652,T,17/08/2023 11:23,56.21526517,-5.700758367,141.4,,,,,,0.423039,
170627.409085826,708683.703392448,T,17/08/2023 11:23,56.2152464,-5.700755267,141.6,,,,,,1.04777,
170628.6323695,708681.832918272,T,17/08/2023 11:23,56.21523022,-5.700733967,143.7,,,,,,0.202725,
170630.261421819,708683.307963797,T,17/08/2023 11:24,56.21524423,-5.700709033,140.8,,,,,,0.0342541,
170631.090794091,708685.381474487,T,17/08/2023 11:24,56.21526322,-5.700697483,141.5,,,,,,0.247599,
170632.528939753,708683.692408133,T,17/08/2023 11:24,56.21524877,-5.700672883,142.5,,,,,,0.12292,
170632.009293648,708681.676971857,T,17/08/2023 11:25,56.21523045,-5.7006795,138.4,,,,,,0.0399501,
170631.387370909,708683.69245162,T,17/08/2023 11:26,56.21524822,-5.70069125,142.7,,,,,,0.0779601,
170631.564204558,708681.664099549,T,17/08/2023 11:26,56.21523012,-5.70068665,140.2,,,,,,0.0883751,
170631.613430155,708679.612494487,T,17/08/2023 11:26,56.21521175,-5.700684083,140.1,,,,,,0.292634,
170631.732155879,708681.68629843,T,17/08/2023 11:27,56.2152304,-5.700683967,142.4,,,,,,0.0691266,
170632.359980817,708683.710417187,T,17/08/2023 11:28,56.21524885,-5.700675617,146.3,,,,,,0.0341212,
170631.982530398,708681.641603462,T,17/08/2023 11:28,56.21523012,-5.7006799,142.7,,,,,,0.104991,
170632.707275289,708679.553671493,T,17/08/2023 11:28,56.21521175,-5.700666433,142.8,,,,,,0.0648679,
170631.357013606,708681.39416514,T,17/08/2023 11:29,56.2152276,-5.70068975,145.7,,,,,,0.175155,
170632.840844995,708682.788905852,T,17/08/2023 11:30,56.21524082,-5.700667083,144.5,,,,,,0.0344202,
170632.262132918,708680.715299854,T,17/08/2023 11:30,56.21522195,-5.7006746,143.9,,,,,,0.0716248,
170631.48651181,708683.186313358,T,17/08/2023 11:31,56.21524373,-5.700689217,143.6,,,,,,0.0698734,
170632.062817655,708681.016017785,T,17/08/2023 11:32,56.21522455,-5.700678067,142.8,,,,,,0.0355831,
170632.734696845,708682.915075422,T,17/08/2023 11:33,56.2152419,-5.7006689,142.7,,,,,,0.0410361,
170632.777797073,708680.826992179,T,17/08/2023 11:33,56.2152232,-5.7006664,142.4,,,,,,0.0947765,
170630.749046076,708680.470976664,T,17/08/2023 11:34,56.21521903,-5.700698733,145,,,,,,0.0353834,
170631.318400816,708682.545085715,T,17/08/2023 11:35,56.2152379,-5.700691367,144.7,,,,,,0.04879,
170633.209784907,708683.466179792,T,17/08/2023 11:35,56.21524707,-5.700661733,144.8,,,,,,0.419347,
170631.537972189,708682.120586348,T,17/08/2023 11:35,56.2152342,-5.700687467,144.7,,,,,,0.0822998,
170633.419204953,708683.354533558,T,17/08/2023 11:36,56.21524617,-5.700658267,144.1,,,,,,0.140179,
170632.550125469,708681.274234721,T,17/08/2023 11:36,56.2152271,-5.70067045,141.1,,,,,,0.249997,
170631.035847422,708679.794131544,T,17/08/2023 11:36,56.2152131,-5.700693533,142.9,,,,,,0.0541542,
170631.575807384,708681.783936915,T,17/08/2023 11:37,56.2152312,-5.700686567,142.8,,,,,,0.18711,
170632.628249133,708679.721882465,T,17/08/2023 11:37,56.21521322,-5.70066785,140.4,,,,,,0.256712,
170632.696893012,708681.865302571,T,17/08/2023 11:37,56.21523247,-5.7006686,141.1,,,,,,0.237889,
170632.734237438,708679.805413421,T,17/08/2023 11:37,56.21521402,-5.700666217,144.4,,,,,,0.137122,
170632.125247064,708681.830236015,T,17/08/2023 11:37,56.21523188,-5.700677767,142.1,,,,,,0.081198,
170632.440341482,708683.875633842,T,17/08/2023 11:38,56.21525037,-5.700674467,141.8,,,,,,0.0688452,
170631.454284873,708681.180357675,T,17/08/2023 11:41,56.21522573,-5.700688,141.7,,,,,,0.0159115,
170633.646687783,708681.092573734,T,17/08/2023 11:41,56.215226,-5.70065265,142.1,,,,,,0.0874395,
170631.613740097,708680.504783918,T,17/08/2023 11:42,56.21521975,-5.70068485,141.2,,,,,,0.210882,
170630.707943912,708682.519914153,T,17/08/2023 11:42,56.21523738,-5.700701167,141.4,,,,,,0.315011,
170632.107623768,708680.98237756,T,17/08/2023 11:42,56.21522427,-5.700677317,136.9,,,,,,0.0691376,
170630.218009024,708680.17049623,T,17/08/2023 11:43,56.21521608,-5.700707017,138.5,,,,,,0.0931594,
170630.781588023,708682.15568522,T,17/08/2023 11:43,56.21523415,-5.700699667,140.5,,,,,,0.294241,
170630.320277082,708679.49019008,T,17/08/2023 11:43,56.21521003,-5.700704783,144.9,,,,,,0.0675062,
170630.080795448,708677.406149259,T,17/08/2023 11:44,56.21519123,-5.700706833,141.2,,,,,,0.149593,
170627.848735329,708677.045452949,T,17/08/2023 11:44,56.21518692,-5.700742433,142.7,,,,,,0.132528,
170628.086903264,708674.481764741,T,17/08/2023 11:44,56.21516405,-5.700736383,141.3,,,,,,0.642507,
170629.627758549,708672.33321346,T,17/08/2023 11:44,56.21514553,-5.700709733,140.1,,,,,,0.659294,
170630.040235103,708669.58280589,T,17/08/2023 11:44,56.21512107,-5.700700717,140,,,,,,1.38855,
170630.103821574,708667.316275081,T,17/08/2023 11:44,56.21510078,-5.700697733,138.8,,,,,,0.754312,
170626.720655553,708664.524601451,T,17/08/2023 11:44,56.21507412,-5.70074975,135.6,,,,,,0.437461,
170624.833772642,708663.705882736,T,17/08/2023 11:44,56.21506587,-5.7007794,134.7,,,,,,0.41001,
170625.478482806,708665.812746471,T,17/08/2023 11:44,56.21508507,-5.70077085,137.6,,,,,,0.219943,
170626.334567552,708663.933019175,T,17/08/2023 11:45,56.21506863,-5.70075545,137.2,,,,,,0.515132,
170628.090311062,708662.081872461,T,17/08/2023 11:45,56.21505288,-5.7007256,136.2,,,,,,0.636091,
170629.446212707,708660.212074949,T,17/08/2023 11:45,56.21503677,-5.700702167,136.5,,,,,,1.15229,
170630.772839763,708658.356121445,T,17/08/2023 11:45,56.21502077,-5.700679217,137.3,,,,,,0.758582,
170632.583688985,708656.084860441,T,17/08/2023 11:45,56.21500128,-5.700648117,137.6,,,,,,0.9656,
170633.384675398,708653.989482932,T,17/08/2023 11:45,56.21498288,-5.700633417,136.8,,,,,,0.447761,
170634.663393017,708652.012299816,T,17/08/2023 11:45,56.21496577,-5.700611133,136.2,,,,,,0.469935,
170635.364879533,708649.588774096,T,17/08/2023 11:45,56.21494438,-5.70059775,136.1,,,,,,0.629402,
170637.156346843,708648.459594,T,17/08/2023 11:45,56.21493512,-5.70056795,136.6,,,,,,0.703721,
170639.214988363,708647.984161704,T,17/08/2023 11:45,56.21493185,-5.700534417,137.5,,,,,,0.526262,
170641.403882848,708647.002034952,T,17/08/2023 11:45,56.2149241,-5.70049835,138.4,,,,,,0.265647,
170643.59630616,708644.718068471,T,17/08/2023 11:45,56.21490468,-5.7004611,137.7,,,,,,1.05233,
170645.053232082,708643.069267055,T,17/08/2023 11:45,56.2148906,-5.700436233,137,,,,,,1.09733,
170647.068346578,708642.226987823,T,17/08/2023 11:45,56.21488402,-5.700403083,136.4,,,,,,0.544141,
170649.0610043,708640.793649186,T,17/08/2023 11:45,56.21487213,-5.700369783,135.5,,,,,,0.815522,
170650.407968645,708639.16191649,T,17/08/2023 11:46,56.21485815,-5.7003467,133.7,,,,,,0.263832,
170650.574083792,708636.567528378,T,17/08/2023 11:46,56.21483497,-5.700341783,134.8,,,,,,0.519147,
170649.772419728,708634.682139202,T,17/08/2023 11:46,56.21481768,-5.70035305,135.9,,,,,,0.408838,
170648.579573872,708632.688400299,T,17/08/2023 11:46,56.21479923,-5.700370517,143.5,,,,,,0.110403,
170649.146090072,708630.431634951,T,17/08/2023 11:46,56.21477927,-5.70035945,145.5,,,,,,0.136662,
170648.554182657,708628.51712086,T,17/08/2023 11:46,56.21476182,-5.700367317,145,,,,,,0.500098,
170648.545886985,708626.320264034,T,17/08/2023 11:47,56.21474212,-5.70036555,143.3,,,,,,0.438652,
170648.930194417,708624.297488224,T,17/08/2023 11:47,56.21472417,-5.700357617,146.5,,,,,,0.102767,
170649.479347221,708622.333886832,T,17/08/2023 11:47,56.21470683,-5.700347083,149.6,,,,,,0.339075,
170647.979102458,708618.418142942,T,17/08/2023 11:47,56.214671,-5.700367833,150.1,,,,,,0.144344,
170646.34958806,708617.204113871,T,17/08/2023 11:48,56.21465933,-5.700393,151.7,,,,,,0.405192,
170646.681258406,708614.972245669,T,17/08/2023 11:48,56.21463948,-5.700385733,153.3,,,,,,0.321784,
170647.343654854,708612.89993958,T,17/08/2023 11:48,56.21462122,-5.700373283,154.3,,,,,,0.271519,
170648.535420286,708611.002168269,T,17/08/2023 11:48,56.21460478,-5.700352467,152.6,,,,,,0.248349,
170648.987347629,708608.656757328,T,17/08/2023 11:48,56.21458397,-5.700343167,153.3,,,,,,0.477014,
170650.733563027,708606.974557438,T,17/08/2023 11:48,56.21456973,-5.700313617,153.1,,,,,,0.604332,
170652.0435757,708608.566036498,T,17/08/2023 11:48,56.21458463,-5.700293917,153.4,,,,,,0.171368,
170653.653822762,708610.095641572,T,17/08/2023 11:48,56.21459912,-5.700269333,153.2,,,,,,0.221456,
170655.686443096,708609.945078599,T,17/08/2023 11:48,56.21459875,-5.7002365,151.8,,,,,,1.01531,
170657.645793019,708609.298765171,T,17/08/2023 11:49,56.2145939,-5.700204417,150.3,,,,,,0.685276,
170657.355739292,708607.256481404,T,17/08/2023 11:49,56.21457545,-5.700207317,152.9,,,,,,0.257421,
170659.298834751,708606.017659644,T,17/08/2023 11:49,56.21456528,-5.700174983,155,,,,,,0.459354,
170660.523656159,708603.983153613,T,17/08/2023 11:49,56.21454763,-5.700153517,156.5,,,,,,0.394886,
170659.334383092,708602.18998825,T,17/08/2023 11:49,56.21453098,-5.7001711,157.1,,,,,,0.0894599,
170658.328846949,708600.269828713,T,17/08/2023 11:49,56.21451328,-5.700185617,155.9,,,,,,0.240353,
170658.783157442,708602.958009812,T,17/08/2023 11:50,56.2145376,-5.700180633,156.2,,,,,,0.1237,
170657.767057106,708604.733678824,T,17/08/2023 11:50,56.21455303,-5.700198517,156.6,,,,,,0.680507,
170656.239093513,708606.351717335,T,17/08/2023 11:50,56.2145668,-5.7002245,156.1,,,,,,0.369858,
170653.717139171,708607.150974602,T,17/08/2023 11:50,56.21457275,-5.700265767,154.3,,,,,,0.263605,
170653.038865871,708605.131796365,T,17/08/2023 11:50,56.21455432,-5.700274933,153.3,,,,,,0.125095,
170654.626577133,708606.397152695,T,17/08/2023 11:51,56.21456643,-5.700250483,153.4,,,,,,0.202507,
170656.437243185,708607.571329262,T,17/08/2023 11:51,56.21457783,-5.700222367,155.3,,,,,,0.430323,
170657.419172689,708609.552988264,T,17/08/2023 11:51,56.21459607,-5.700208283,155.8,,,,,,0.36776,
170655.867280843,708607.87524446,T,17/08/2023 11:51,56.21458028,-5.7002318,156,,,,,,0.253241,
170657.137562166,708606.011177149,T,17/08/2023 11:51,56.21456418,-5.70020975,154.1,,,,,,0.132371,
170659.267382288,708605.876581916,T,17/08/2023 11:51,56.214564,-5.700175367,153.2,,,,,,0.236239,
170661.335725288,708605.966138887,T,17/08/2023 11:52,56.2145658,-5.700142167,153.7,,,,,,0.103131,
170661.844831722,708603.951154621,T,17/08/2023 11:52,56.21454798,-5.700132233,153.2,,,,,,0.345692,
170662.061554897,708601.816930123,T,17/08/2023 11:52,56.21452895,-5.7001269,152.8,,,,,,1.07097,
170662.639997217,708599.203719447,T,17/08/2023 11:52,56.2145058,-5.700115333,153.3,,,,,,0.890558,
170662.614180064,708597.066920575,T,17/08/2023 11:52,56.21448663,-5.7001139,152.1,,,,,,0.0761814,
170660.478667319,708596.846013086,T,17/08/2023 11:52,56.21448362,-5.700148067,150.6,,,,,,0.194466,
170662.015623884,708598.207793263,T,17/08/2023 11:53,56.21449657,-5.700124517,156.2,,,,,,0.0639978,
170663.521482788,708599.627015066,T,17/08/2023 11:54,56.21451002,-5.700101517,152.1,,,,,,0.0491384,
170662.538190476,708597.772581555,T,17/08/2023 11:54,56.21449292,-5.700115733,153.4,,,,,,0.261851,
170663.001951298,708595.782343346,T,17/08/2023 11:54,56.2144753,-5.70010655,157,,,,,,0.291361,
170661.148290264,708596.757585674,T,17/08/2023 11:55,56.21448315,-5.700137217,154.8,,,,,,0.057986,
170663.4029051,708597.074704783,T,17/08/2023 11:55,56.21448708,-5.700101217,151.5,,,,,,0.133446,
170661.495760472,708596.244788679,T,17/08/2023 11:56,56.21447872,-5.700131183,153.5,,,,,,0.0246833,
170663.16282974,708597.522611998,T,17/08/2023 11:56,56.21449098,-5.700105467,154.6,,,,,,0.174585,
170661.425540128,708596.249679677,T,17/08/2023 11:57,56.21447873,-5.700132317,156.1,,,,,,0.0405191,
170662.157427025,708598.166707336,T,17/08/2023 11:58,56.21449627,-5.7001222,153.2,,,,,,0.0319925,
170663.635260118,708596.328290361,T,17/08/2023 11:59,56.2144805,-5.700096833,151.6,,,,,,0.057376,
170661.719233767,708595.603697581,T,17/08/2023 11:59,56.21447308,-5.700127033,152.3,,,,,,0.0887558,
170662.851772649,708597.382068002,T,17/08/2023 12:00,56.21448957,-5.70011035,153.8,,,,,,0.131452,
170663.250096016,708599.608145457,T,17/08/2023 12:02,56.21450972,-5.700105867,155.5,,,,,,0.0199793,
170664.744900159,708598.027584938,T,17/08/2023 12:02,56.21449627,-5.70008045,151.7,,,,,,0.120527,
